,fromN,toN
2032,20,723
2033,20,746
2034,20,749
2035,20,756
2036,20,765
2037,20,803
2038,20,829
2039,20,838
2040,20,853
2041,20,861
2042,20,864
2043,20,896
2044,20,918
2045,20,941
2046,20,943
2047,20,979
2048,20,981
2049,20,982
2050,20,993
2051,20,994
2052,20,1034
2053,20,1044
2054,20,1055
2055,20,1062
2056,20,1075
2057,20,1156
2058,20,1164
2059,20,1167
2060,20,1190
2061,20,1211
2062,20,1218
2063,20,1307
2064,20,1321
2065,20,1352
2066,20,1374
2067,20,1389
2068,20,1396
2069,20,1402
2070,20,1501
2071,20,1513
2072,20,1569
2073,20,1585
2074,20,1597
2075,20,1604
2076,20,1680
2077,20,1692
2078,20,1730
2079,20,1758
2080,20,1774
2081,20,1783
2082,20,1787
2083,20,1855
2084,20,1859
2085,20,1919
2086,20,1965
2087,20,1966
2088,20,2134
2089,20,2165
2090,20,2281
2091,20,2285
2092,20,2324
2093,20,2339
2094,20,2348
2095,20,2411
2096,20,2484
2097,20,2517
2098,20,2565
2099,20,2693
2100,20,2774
2101,20,2775
2102,20,2777
2103,20,2828
2104,20,2877
2105,20,2900
2106,20,3027
2107,20,3136
2108,20,3371
2109,20,3456
2110,20,3516
2111,20,3614
2112,20,3755
2113,20,4179
2114,20,4373
2115,20,5327
2116,20,5714
2117,20,5775
2118,20,5780
2119,20,5814
2120,20,5818
2121,20,6229
2122,20,6262
2123,20,6780
2124,20,7726
2125,20,8288
2126,21,28
2127,21,30
2128,21,35
2129,21,54
2130,21,61
2131,21,75
2132,21,86
2133,21,89
2134,21,105
2135,21,135
2136,21,140
2137,21,144
2138,21,150
2139,21,168
2140,21,183
2141,21,219
2142,21,236
2143,21,243
2144,21,250
2145,21,252
2146,21,271
2147,21,299
2148,21,308
2149,21,334
2150,21,356
2151,21,370
2152,21,422
2153,21,429
2154,21,433
2155,21,439
2156,21,447
2157,21,465
2158,21,488
2159,21,549
2160,21,590
2161,21,592
2162,21,611
2163,21,613
2164,21,637
2165,21,656
2166,21,657
2167,21,664
2168,21,667
2169,21,723
2170,21,725
2171,21,760
2172,21,765
2173,21,789
2174,21,794
2175,21,802
2176,21,837
2177,21,853
2178,21,868
2179,21,871
2180,21,887
2181,21,893
2182,21,908
2183,21,932
2184,21,960
2185,21,963
2186,21,1014
2187,21,1049
2188,21,1190
2189,21,1297
2190,21,1476
2191,21,1707
2192,21,1717
2193,21,1726
2194,21,2085
2195,21,2117
2196,21,2181
2197,21,2202
2198,21,2410
2199,21,2685
2200,21,2727
2201,21,2814
2202,22,30
2203,22,1407
2204,23,29
2205,23,30
2206,23,33
2207,23,38
2208,23,39
2209,23,50
2210,23,55
2211,23,80
2212,23,94
2213,23,127
2214,23,135
2215,23,144
2216,23,151
2217,23,163
2218,23,168
2219,23,175
2220,23,183
2221,23,214
2222,23,236
2223,23,252
2224,23,257
2225,23,271
2226,23,280
2227,23,282
2228,23,299
2229,23,300
2230,23,302
2231,23,304
2232,23,308
2233,23,313
2234,23,325
2235,23,406
2236,23,549
2237,23,586
2238,23,587
2239,23,590
2240,23,601
2241,23,616
2242,23,617
2243,23,656
2244,23,664
2245,23,667
2246,23,670
2247,23,673
2248,23,674
2249,23,700
2250,23,706
2251,23,715
2252,23,725
2253,23,760
2254,23,765
2255,23,794
2256,23,810
2257,23,857
2258,23,881
2259,23,897
2260,23,904
2261,23,906
2262,23,942
2263,23,945
2264,23,972
2265,23,981
2266,23,989
2267,23,1014
2268,23,1029
2269,23,1039
2270,23,1053
2271,23,1061
2272,23,1123
2273,23,1478
2274,23,1538
2275,23,1593
2276,23,1638
2277,23,8288
2278,24,3
2279,24,8
2280,24,15
2281,24,19
2282,24,28
2283,24,30
2284,24,33
2285,24,34
2286,24,35
2287,24,36
2288,24,50
2289,24,54
2290,24,72
2291,24,130
2292,24,132
2293,24,150
2294,24,214
2295,24,228
2296,24,230
2297,24,243
2298,24,255
2299,24,259
2300,24,271
2301,24,280
2302,24,299
2303,24,310
2304,24,311
2305,24,321
2306,24,334
2307,24,348
2308,24,370
2309,24,373
2310,24,378
2311,24,391
2312,24,407
2313,24,415
2314,24,417
2315,24,465
2316,24,545
2317,24,549
2318,24,560
2319,24,579
2320,24,589
2321,24,600
2322,24,626
2323,24,633
2324,24,636
2325,24,643
2326,24,644
2327,24,647
2328,24,663
2329,24,667
2330,24,681
2331,24,696
2332,24,697
2333,24,706
2334,24,707
2335,24,710
2336,24,719
2337,24,722
2338,24,739
2339,24,742
2340,24,750
2341,24,756
2342,24,760
2343,24,762
2344,24,763
2345,24,769
2346,24,803
2347,24,813
2348,24,817
2349,24,829
2350,24,849
2351,24,853
2352,24,856
2353,24,857
2354,24,863
2355,24,887
2356,24,893
2357,24,895
2358,24,908
2359,24,932
2360,24,935
2361,24,945
2362,24,946
2363,24,960
2364,24,993
2365,24,994
2366,24,999
2367,24,1018
2368,24,1034
2369,24,1043
2370,24,1053
2371,24,1075
2372,24,1080
2373,24,1100
2374,24,1111
2375,24,1123
2376,24,1125
2377,24,1156
2378,24,1164
2379,24,1165
2380,24,1186
2381,24,1193
2382,24,1200
2383,24,1234
2384,24,1250
2385,24,1267
2386,24,1284
2387,24,1285
2388,24,1297
2389,24,1310
2390,24,1315
2391,24,1330
2392,24,1353
2393,24,1357
2394,24,1360
2395,24,1416
2396,24,1419
2397,24,1439
2398,24,1442
2399,24,1473
2400,24,1482
2401,24,1497
2402,24,1501
2403,24,1538
2404,24,1542
2405,24,1547
2406,24,1548
2407,24,1549
2408,24,1566
2409,24,1585
2410,24,1608
2411,24,1622
2412,24,1633
2413,24,1641
2414,24,1646
2415,24,1658
2416,24,1669
2417,24,1697
2418,24,1705
2419,24,1717
2420,24,1723
2421,24,1729
2422,24,1734
2423,24,1754
2424,24,1769
2425,24,1772
2426,24,1781
2427,24,1808
2428,24,1814
2429,24,1816
2430,24,1835
2431,24,1836
2432,24,1837
2433,24,1842
2434,24,1855
2435,24,1858
2436,24,1880
2437,24,1893
2438,24,1901
2439,24,1903
2440,24,1927
2441,24,1953
2442,24,1956
2443,24,1963
2444,24,1966
2445,24,1969
2446,24,1977
2447,24,1987
2448,24,2004
2449,24,2055
2450,24,2060
2451,24,2062
2452,24,2066
2453,24,2117
2454,24,2119
2455,24,2137
2456,24,2144
2457,24,2193
2458,24,2209
2459,24,2225
2460,24,2237
2461,24,2264
2462,24,2276
2463,24,2323
2464,24,2328
2465,24,2329
2466,24,2341
2467,24,2345
2468,24,2354
2469,24,2371
2470,24,2375
2471,24,2385
2472,24,2398
2473,24,2504
2474,24,2508
2475,24,2516
2476,24,2542
2477,24,2560
2478,24,2579
2479,24,2585
2480,24,2587
2481,24,2595
2482,24,2612
2483,24,2619
2484,24,2625
2485,24,2660
2486,24,2667
2487,24,2696
2488,24,2697
2489,24,2707
2490,24,2746
2491,24,2754
2492,24,2760
2493,24,2763
2494,24,2815
2495,24,2819
2496,24,2822
2497,24,2830
2498,24,2871
2499,24,2922
2500,24,2926
2501,24,2955
2502,24,2963
2503,24,2999
2504,24,3018
2505,24,3028
2506,24,3089
2507,24,3136
2508,24,3164
2509,24,3192
2510,24,3351
2511,24,3352
2512,24,3408
2513,24,3410
2514,24,3439
2515,24,3443
2516,24,3447
2517,24,3452
2518,24,3456
2519,24,3458
2520,24,3473
2521,24,3537
2522,24,3568
2523,24,3586
2524,24,3607
2525,24,3643
2526,24,3660
2527,24,3661
2528,24,3748
2529,24,3792
2530,24,3800
2531,24,3843
2532,24,3854
2533,24,3898
2534,24,3903
2535,24,3910
2536,24,4040
2537,24,4261
2538,24,4276
2539,24,4299
2540,24,4310
2541,24,4338
2542,24,4349
2543,24,4373
2544,24,4463
2545,24,4485
2546,24,4510
2547,24,4706
2548,24,4709
2549,24,4712
2550,24,4792
2551,24,4796
2552,24,4811
2553,24,4827
2554,24,4944
2555,24,4953
2556,24,4999
2557,24,5026
2558,24,5037
2559,24,5055
2560,24,5123
2561,24,5162
2562,24,5254
2563,24,5327
2564,24,5341
2565,24,5412
2566,24,5423
2567,24,5484
2568,24,5511
2569,24,5596
2570,24,5714
2571,24,5818
2572,24,5863
2573,24,6097
2574,24,6229
2575,24,6272
2576,24,6441
2577,24,6496
2578,24,6566
2579,24,6833
2580,24,6855
2581,24,6869
2582,24,6948
2583,24,6955
2584,24,7119
2585,24,7143
2586,24,7144
2587,54,3
2588,54,28
2589,54,214
2590,54,299
2591,54,356
2592,54,373
2593,54,394
2594,28,3
2595,28,6
2596,28,8
2597,28,19
2598,28,29
2599,28,33
2600,28,34
2601,28,35
2602,28,38
2603,28,49
2604,28,50
2605,28,54
2606,28,55
2607,28,56
2608,28,61
2609,28,75
2610,28,80
2611,28,86
2612,28,94
2613,28,127
2614,28,130
2615,28,132
2616,28,135
2617,28,144
2618,28,147
2619,28,150
2620,28,151
2621,28,152
2622,28,154
2623,28,163
2624,28,178
2625,28,182
2626,28,192
2627,28,214
2628,28,216
2629,28,224
2630,28,226
2631,28,228
2632,28,232
2633,28,236
2634,28,246
2635,28,250
2636,28,252
2637,28,259
2638,28,261
2639,28,271
2640,28,273
2641,28,280
2642,28,282
2643,28,299
2644,28,301
2645,28,302
2646,28,304
2647,28,310
2648,28,313
2649,28,319
2650,28,322
2651,28,325
2652,28,356
2653,28,370
2654,28,391
2655,28,396
2656,28,402
2657,28,405
2658,28,406
2659,28,415
2660,28,428
2661,28,435
2662,28,439
2663,28,488
2664,28,514
2665,28,584
2666,28,587
2667,28,590
2668,28,600
2669,28,613
2670,28,616
2671,28,627
2672,28,631
2673,28,636
2674,28,645
2675,28,656
2676,28,658
2677,28,659
2678,28,667
2679,28,670
2680,28,673
2681,28,675
2682,28,677
2683,28,681
2684,28,687
2685,28,715
2686,28,723
2687,28,725
2688,28,730
2689,28,739
2690,28,741
2691,28,743
2692,28,746
2693,28,748
2694,28,750
2695,28,756
2696,28,789
2697,28,798
2698,28,857
2699,28,859
2700,28,864
2701,28,895
2702,28,934
2703,28,958
2704,28,979
2705,28,991
2706,28,1014
2707,28,1026
2708,28,1030
2709,28,1077
2710,28,1160
2711,28,1186
2712,28,1190
2713,28,1201
2714,28,1286
2715,28,1428
2716,28,1604
2717,28,1608
2718,28,1638
2719,28,1964
2720,28,2470
2721,28,2479
2722,28,2801
2723,28,6251
2724,28,8282
2725,28,8284
2726,28,8285
2727,33,8
2728,33,28
2729,33,38
2730,33,50
2731,33,54
2732,33,56
2733,33,127
2734,33,140
2735,33,144
2736,33,147
2737,33,167
2738,33,178
2739,33,183
2740,33,214
2741,33,396
2742,33,402
2743,33,440
2744,33,538
2745,33,545
2746,33,1144
2747,33,1241
2748,33,1717
2749,33,2119
2750,33,2165
2751,34,3
2752,34,6
2753,34,39
2754,34,54
2755,34,282
2756,36,15
2757,36,28
2758,36,35
2759,36,38
2760,36,50
2761,36,54
2762,36,55
2763,36,80
2764,36,86
2765,36,89
2766,36,152
2767,36,204
2768,36,226
2769,36,228
2770,36,232
2771,36,255
2772,36,271
2773,36,274
2774,36,282
2775,36,299
2776,36,304
2777,36,308
2778,36,310
2779,36,313
2780,36,322
2781,36,325
2782,36,332
2783,36,334
2784,36,348
2785,36,356
2786,36,370
2787,36,373
2788,36,377
2789,36,391
2790,36,394
2791,36,396
2792,36,402
2793,36,417
2794,36,427
2795,36,431
2796,36,439
2797,36,465
2798,36,549
2799,36,560
2800,36,579
2801,36,600
2802,36,626
2803,36,636
2804,36,637
2805,36,643
2806,36,644
2807,36,656
2808,36,663
2809,36,665
2810,36,667
2811,36,681
2812,36,697
2813,36,704
2814,36,707
2815,36,710
2816,36,719
2817,36,722
2818,36,730
2819,36,733
2820,36,737
2821,36,762
2822,36,813
2823,36,817
2824,36,838
2825,36,844
2826,36,849
2827,36,857
2828,36,859
2829,36,861
2830,36,895
2831,36,908
2832,36,922
2833,36,941
2834,36,945
2835,36,958
2836,36,959
2837,36,972
2838,36,975
2839,36,981
2840,36,982
2841,36,993
2842,36,999
2843,36,1023
2844,36,1026
2845,36,1038
2846,36,1075
2847,36,1111
2848,36,1123
2849,36,1125
2850,36,1127
2851,36,1131
2852,36,1166
2853,36,1186
2854,36,1190
2855,36,1193
2856,36,1196
2857,36,1222
2858,36,1234
2859,36,1296
2860,36,1297
2861,36,1307
2862,36,1310
2863,36,1353
2864,36,1357
2865,36,1372
2866,36,1377
2867,36,1378
2868,36,1402
2869,36,1413
2870,36,1416
2871,36,1468
2872,36,1489
2873,36,1506
2874,36,1513
2875,36,1518
2876,36,1524
2877,36,1538
2878,36,1549
2879,36,1555
2880,36,1566
2881,36,1585
2882,36,1608
2883,36,1621
2884,36,1701
2885,36,1707
2886,36,1726
2887,36,1769
2888,36,1783
2889,36,1816
2890,36,1842
2891,36,1848
2892,36,1855
2893,36,1956
2894,36,1964
2895,36,1969
2896,36,1997
2897,36,2066
2898,36,2071
2899,36,2109
2900,36,2117
2901,36,2120
2902,36,2135
2903,36,2145
2904,36,2237
2905,36,2241
2906,36,2297
2907,36,2328
2908,36,2329
2909,36,2381
2910,36,2456
2911,36,2470
2912,36,2485
2913,36,2506
2914,36,2570
2915,36,2579
2916,36,2594
2917,36,2599
2918,36,2619
2919,36,2620
2920,36,2625
2921,36,2651
2922,36,2655
2923,36,2685
2924,36,2689
2925,36,2775
2926,36,2831
2927,36,2834
2928,36,2871
2929,36,3034
2930,36,3089
2931,36,3136
2932,36,3150
2933,36,3192
2934,36,3258
2935,36,3274
2936,36,3334
2937,36,3352
2938,36,3394
2939,36,3443
2940,36,3454
2941,36,3456
2942,36,3480
2943,36,3489
2944,36,3537
2945,36,3562
2946,36,3586
2947,36,3680
2948,36,4065
2949,36,4099
2950,36,4201
2951,36,4303
2952,36,4483
2953,36,4574
2954,36,4578
2955,36,4712
2956,36,4717
2957,36,4781
2958,36,4929
2959,36,5022
2960,36,5144
2961,36,5412
2962,36,5459
2963,36,5529
2964,36,5605
2965,36,5697
2966,36,5714
2967,36,5799
2968,36,5804
2969,36,5822
2970,36,5897
2971,36,6006
2972,36,6044
2973,36,6151
2974,36,6437
2975,36,6496
2976,36,6955
2977,36,7115
2978,36,7289
2979,36,7632
2980,36,7908
2981,36,8174
2982,36,8282
2983,35,3
2984,35,33
2985,35,39
2986,35,50
2987,35,54
2988,35,132
2989,35,135
2990,35,151
2991,35,152
2992,35,153
2993,35,183
2994,35,214
2995,35,226
2996,35,227
2997,35,243
2998,35,257
2999,35,259
3000,35,261
3001,35,271
3002,35,274
3003,35,299
3004,35,300
3005,35,339
3006,35,348
3007,35,356
3008,35,362
3009,35,370
3010,35,373
3011,35,377
3012,35,378
3013,35,379
3014,35,390
3015,35,391
3016,35,394
3017,35,402
3018,35,415
3019,35,422
3020,35,545
3021,35,644
3022,35,647
3023,35,803
3024,35,853
3025,35,907
3026,35,960
3027,35,963
3028,35,971
3029,35,978
3030,35,1023
3031,35,1026
3032,35,1075
3033,35,1127
3034,35,1193
3035,35,1203
3036,35,1297
3037,35,1330
3038,35,1377
3039,35,1389
3040,35,1413
3041,35,1418
3042,35,1439
3043,35,1446
3044,35,1465
3045,35,1468
3046,35,1476
3047,35,1484
3048,37,50
3049,37,54
3050,37,168
3051,37,216
3052,37,252
3053,37,299
3054,37,325
3055,37,370
3056,37,608
3057,37,609
3058,37,656
3059,37,762
3060,37,881
3061,37,2775
3062,37,3456
3063,37,3976
3064,37,4310
3065,37,4735
3066,37,5412
3067,37,5780
3068,38,54
3069,38,55
3070,38,56
3071,38,75
3072,38,152
3073,38,182
3074,38,280
3075,38,302
3076,38,415
3077,38,589
3078,38,609
3079,38,922
3080,38,1836
3081,38,2385
3082,39,6
3083,39,8
3084,39,23
3085,39,28
3086,39,29
3087,39,33
3088,39,35
3089,39,50
3090,39,54
3091,39,80
3092,39,127
3093,39,135
3094,39,147
3095,39,152
3096,39,163
3097,39,168
3098,39,182
3099,39,216
3100,39,252
3101,39,271
3102,39,282
3103,39,299
3104,39,319
3105,39,325
3106,39,341
3107,39,407
3108,39,415
3109,39,549
3110,39,611
3111,39,613
3112,39,628
3113,39,631
3114,39,659
3115,39,706
3116,39,756
3117,39,779
3118,39,793
3119,39,822
3120,39,878
3121,39,1007
3122,39,6123
3123,40,33
3124,40,54
3125,40,55
3126,40,214
3127,40,216
3128,40,243
3129,40,252
3130,40,257
3131,40,273
3132,40,274
3133,40,299
3134,26,3
3135,26,6
3136,26,19
3137,26,23
3138,26,28
3139,26,33
3140,26,34
3141,26,38
3142,26,39
3143,26,50
3144,26,54
3145,26,55
3146,26,56
3147,26,80
3148,26,89
3149,26,93
3150,26,127
3151,26,130
3152,26,132
3153,26,135
3154,26,140
3155,26,144
3156,26,147
3157,26,151
3158,26,152
3159,26,154
3160,26,163
3161,26,167
3162,26,168
3163,26,182
3164,26,183
3165,26,214
3166,26,216
3167,26,219
3168,26,226
3169,26,232
3170,26,236
3171,26,243
3172,26,250
3173,26,252
3174,26,257
3175,26,258
3176,26,261
3177,26,271
3178,26,273
3179,26,274
3180,26,286
3181,26,299
3182,26,300
3183,26,301
3184,26,306
3185,26,310
3186,26,325
3187,26,339
3188,26,341
3189,26,348
3190,26,349
3191,26,356
3192,26,358
3193,26,359
3194,26,362
3195,26,363
3196,26,370
3197,26,371
3198,26,373
3199,26,377
3200,26,378
3201,26,379
3202,26,389
3203,26,390
3204,26,391
3205,26,394
3206,26,396
3207,26,415
3208,26,419
3209,26,421
3210,26,422
3211,26,427
3212,26,431
3213,26,433
3214,26,560
3215,26,564
3216,26,566
3217,26,567
3218,26,581
3219,26,584
3220,26,590
3221,26,636
3222,26,673
3223,26,675
3224,26,681
3225,26,684
3226,26,687
3227,26,756
3228,26,8282
3229,41,3
3230,41,28
3231,41,33
3232,41,54
3233,41,56
3234,41,75
3235,41,140
3236,41,151
3237,41,183
3238,41,226
3239,41,227
3240,41,252
3241,41,271
3242,41,299
3243,41,322
3244,41,339
3245,41,356
3246,41,358
3247,41,377
3248,41,402
3249,41,422
3250,41,681
3251,41,756
3252,41,837
3253,41,857
3254,41,887
3255,41,893
3256,41,922
3257,41,1259
3258,41,1282
3259,42,19
3260,42,23
3261,42,28
3262,42,34
3263,42,50
3264,42,54
3265,42,55
3266,42,56
3267,42,75
3268,42,80
3269,42,105
3270,42,178
3271,42,214
3272,42,219
3273,42,243
3274,42,250
3275,42,252
3276,42,259
3277,42,271
3278,42,274
3279,42,286
3280,42,298
3281,42,299
3282,42,302
3283,42,348
3284,42,356
3285,42,377
3286,42,378
3287,42,391
3288,42,396
3289,42,407
3290,42,415
3291,42,545
3292,42,549
3293,42,564
3294,42,656
3295,42,658
3296,42,710
3297,42,743
3298,42,748
3299,42,756
3300,42,810
3301,42,817
3302,42,823
3303,42,853
3304,42,907
3305,42,908
3306,42,975
3307,42,993
3308,42,1024
3309,42,1026
3310,42,1053
3311,42,1075
3312,42,1123
3313,42,1127
3314,42,1200
3315,42,1234
3316,42,1353
3317,42,1464
3318,42,1465
3319,42,1476
3320,42,1497
3321,42,1548
3322,42,1604
3323,42,1717
3324,42,1783
3325,42,1903
3326,42,1977
3327,42,1997
3328,42,2004
3329,42,2128
3330,42,2157
3331,42,2181
3332,42,2241
3333,42,2475
3334,42,2504
3335,42,2625
3336,42,3026
3337,42,3136
3338,42,3352
3339,42,3408
3340,42,4261
3341,42,4709
3342,42,5423
3343,42,5775
3344,42,6437
3345,42,6458
3346,42,7108
3347,42,8287
3348,43,54
3349,43,182
3350,43,857
3351,43,918
3352,44,15
3353,44,54
3354,44,147
3355,44,154
3356,44,214
3357,44,224
3358,44,259
3359,44,372
3360,44,390
3361,44,391
3362,44,465
3363,44,908
3364,44,947
3365,44,966
3366,44,1111
3367,44,1186
3368,44,1717
3369,44,1855
3370,44,1857
3371,44,1919
3372,44,1920
3373,44,1953
3374,44,1956
3375,44,2066
3376,44,2157
3377,44,2345
3378,44,2508
3379,44,2516
3380,44,2643
3381,44,2652
3382,44,3028
3383,44,3813
3384,44,4687
3385,44,4795
3386,44,4875
3387,44,5055
3388,44,5254
3389,44,5439
3390,44,6262
3391,44,6306
3392,44,6432
3393,44,6437
3394,44,7092
3395,44,8295
3396,45,8
3397,45,54
3398,45,55
3399,45,299
3400,45,871
3401,45,1441
3402,45,1507
3403,45,1513
3404,46,3
3405,46,36
3406,46,54
3407,46,56
3408,46,132
3409,46,150
3410,46,152
3411,46,182
3412,46,204
3413,46,214
3414,46,224
3415,46,252
3416,46,255
3417,46,271
3418,46,280
3419,46,282
3420,46,286
3421,46,300
3422,46,301
3423,46,325
3424,46,348
3425,46,368
3426,46,370
3427,46,371
3428,46,377
3429,46,378
3430,46,379
3431,46,391
3432,46,394
3433,46,396
3434,46,402
3435,46,407
3436,46,428
3437,46,431
3438,46,564
3439,46,566
3440,46,590
3441,46,609
3442,46,624
3443,46,656
3444,46,664
3445,46,681
3446,46,704
3447,46,715
3448,46,749
3449,46,838
3450,46,844
3451,46,857
3452,46,991
3453,46,993
3454,46,1279
3455,46,1425
3456,46,1542
3457,46,1565
3458,46,1593
3459,46,1758
3460,46,3435
3461,46,3506
3462,46,8287
3463,47,3
3464,47,8
3465,47,10
3466,47,19
3467,47,28
3468,47,39
3469,47,50
3470,47,54
3471,47,55
3472,47,56
3473,47,61
3474,47,72
3475,47,80
3476,47,93
3477,47,94
3478,47,127
3479,47,135
3480,47,140
3481,47,151
3482,47,152
3483,47,154
3484,47,163
3485,47,168
3486,47,178
3487,47,182
3488,47,214
3489,47,216
3490,47,226
3491,47,243
3492,47,250
3493,47,252
3494,47,257
3495,47,271
3496,47,274
3497,47,282
3498,47,286
3499,47,290
3500,47,299
3501,47,300
3502,47,302
3503,47,304
3504,47,317
3505,47,322
3506,47,324
3507,47,334
3508,47,356
3509,47,389
3510,47,402
3511,47,405
3512,47,415
3513,47,427
3514,47,428
3515,47,431
3516,47,435
3517,47,447
3518,47,545
3519,47,560
3520,47,609
3521,47,644
3522,47,656
3523,47,664
3524,47,667
3525,47,675
3526,47,704
3527,47,739
3528,47,756
3529,47,761
3530,47,789
3531,47,820
3532,47,844
3533,47,857
3534,47,935
3535,47,958
3536,47,989
3537,47,993
3538,47,1111
3539,47,1186
3540,47,1211
3541,47,1236
3542,47,1248
3543,47,1284
3544,47,1285
3545,47,1286
3546,47,1297
3547,47,1300
3548,47,1307
3549,47,1378
3550,47,1420
3551,47,1453
3552,47,1514
3553,47,1564
3554,47,1573
3555,47,1585
3556,47,1603
3557,47,1717
3558,47,1723
3559,47,1726
3560,47,1787
3561,47,1855
3562,47,1859
3563,47,1884
3564,47,1956
3565,47,1965
3566,47,1966
3567,47,1983
3568,47,2007
3569,47,2062
3570,47,2066
3571,47,2079
3572,47,2091
3573,47,2185
3574,47,2193
3575,47,2240
3576,47,2397
3577,47,2398
3578,47,2409
3579,47,2470
3580,47,2485
3581,47,2506
3582,47,2565
3583,47,2754
3584,47,2777
3585,47,2871
3586,47,2900
3587,47,2955
3588,47,3136
3589,47,3352
3590,47,3631
3591,47,3720
3592,47,3755
3593,47,3803
3594,47,3897
3595,47,3946
3596,47,4037
3597,47,4058
3598,47,4189
3599,47,4256
3600,47,4735
3601,47,5254
3602,47,5412
3603,47,5922
3604,47,6227
3605,47,6875
3606,47,8212
3607,47,8282
3608,47,8294
3609,48,28
3610,48,54
3611,48,86
3612,48,94
3613,48,168
3614,48,214
3615,48,250
3616,48,252
3617,48,271
3618,48,282
3619,48,299
3620,48,310
3621,48,356
3622,48,391
3623,48,421
3624,48,564
3625,48,664
3626,48,817
3627,48,878
3628,48,1211
3629,48,1864
3630,49,28
3631,49,54
3632,49,214
3633,49,363
3634,49,370
3635,49,396
3636,49,517
3637,49,664
3638,49,749
3639,49,762
3640,49,1031
3641,49,1123
3642,49,1211
3643,49,1550
3644,49,2643
3645,50,23
3646,50,28
3647,50,54
3648,50,61
3649,50,154
3650,50,216
3651,50,219
3652,50,250
3653,50,252
3654,50,257
3655,50,261
3656,50,271
3657,50,273
3658,50,299
3659,51,33
3660,51,39
3661,51,54
3662,51,55
3663,51,56
3664,51,72
3665,51,80
3666,51,93
3667,51,175
3668,51,214
3669,51,246
3670,51,271
3671,51,280
3672,51,299
3673,51,325
3674,51,589
3675,51,609
3676,51,611
3677,51,656
3678,51,739
3679,51,750
3680,51,756
3681,51,791
3682,51,893
3683,52,54
3684,53,15
3685,53,28
3686,53,54
3687,53,274
3688,53,806
3689,53,857
3690,53,1744
3691,53,2114
3692,53,2324
3693,53,2535
3694,53,2657
3695,53,2686
3696,53,2774
3697,53,2900
3698,53,3192
3699,53,3276
3700,53,3352
3701,53,3568
3702,53,3646
3703,53,3650
3704,53,3717
3705,53,3755
3706,53,3812
3707,53,4011
3708,53,4088
3709,53,4099
3710,53,4162
3711,53,4183
3712,53,4191
3713,53,4235
3714,53,4335
3715,53,4389
3716,53,4666
3717,53,4735
3718,53,4764
3719,53,5079
3720,53,5640
3721,53,5804
3722,53,5998
3723,29,3
3724,29,8
3725,29,10
3726,29,23
3727,29,28
3728,29,33
3729,29,39
3730,29,50
3731,29,54
3732,29,55
3733,29,56
3734,29,75
3735,29,86
3736,29,93
3737,29,95
3738,29,105
3739,29,127
3740,29,130
3741,29,140
3742,29,147
3743,29,150
3744,29,151
3745,29,152
3746,29,154
3747,29,183
3748,29,214
3749,29,228
3750,29,243
3751,29,246
3752,29,252
3753,29,259
3754,29,261
3755,29,271
3756,29,273
3757,29,274
3758,29,282
3759,29,286
3760,29,299
3761,29,300
3762,29,308
3763,29,313
3764,29,317
3765,29,322
3766,29,348
3767,29,356
3768,29,358
3769,29,362
3770,29,389
3771,29,391
3772,29,394
3773,29,396
3774,29,402
3775,29,406
3776,29,407
3777,29,415
3778,29,428
3779,29,435
3780,29,439
3781,29,524
3782,29,538
3783,29,549
3784,29,587
3785,29,589
3786,29,600
3787,29,604
3788,29,611
3789,29,627
3790,29,656
3791,29,659
3792,29,665
3793,29,667
3794,29,668
3795,29,670
3796,29,673
3797,29,674
3798,29,677
3799,29,681
3800,29,684
3801,29,700
3802,29,704
3803,29,715
3804,29,719
3805,29,722
3806,29,730
3807,29,733
3808,29,739
3809,29,756
3810,29,761
3811,29,789
3812,29,810
3813,29,829
3814,29,837
3815,29,838
3816,29,840
3817,29,857
3818,29,863
3819,29,866
3820,29,868
3821,29,878
3822,29,882
3823,29,893
3824,29,895
3825,29,904
3826,29,918
3827,29,929
3828,29,932
3829,29,934
3830,29,936
3831,29,938
3832,29,942
3833,29,956
3834,29,958
3835,29,966
3836,29,1014
3837,29,1026
3838,29,1053
3839,29,1061
3840,29,1080
3841,29,1131
3842,29,1297
3843,29,1307
3844,29,1548
3845,29,1549
3846,29,1772
3847,29,2252
3848,29,2273
3849,29,2565
3850,29,3643
3851,29,3717
3852,29,3720
3853,29,3843
3854,29,4011
3855,29,4021
3856,29,4088
3857,29,4103
3858,29,4666
3859,29,5404
3860,29,5545
3861,29,5582
3862,29,5922
3863,29,6198
3864,29,6498
3865,29,6503
3866,29,6913
3867,29,6946
3868,29,7040
3869,29,7052
3870,29,7119
3871,29,7295
3872,29,8294
3873,55,6
3874,55,8
3875,55,28
3876,55,29
3877,55,36
3878,55,38
3879,55,56
3880,55,61
3881,55,75
3882,55,80
3883,55,86
3884,55,94
3885,55,135
3886,55,144
3887,55,152
3888,55,214
3889,55,216
3890,55,243
3891,55,250
3892,55,252
3893,55,271
3894,55,282
3895,55,299
3896,55,302
3897,55,304
3898,55,308
3899,55,313
3900,55,317
3901,55,321
3902,55,325
3903,55,348
3904,55,356
3905,55,370
3906,55,373
3907,55,379
3908,55,402
3909,55,407
3910,55,439
3911,55,447
3912,55,488
3913,55,514
3914,55,549
3915,55,673
3916,55,682
3917,55,696
3918,55,697
3919,55,714
3920,55,730
3921,55,733
3922,55,739
